"long","lat","coeff","pval","countries","cumDHI","wdpa_prox","ecoregions","sumTotalMammals_300","sumTotalBirds_300","sumTotalAmphibians_300","sumTotalReptiles_300","sumTotalMammals_crit_300","sumTotalBirds_crit_300","sumTotalAmphibians_crit_300","sumTotalReptiles_crit_300","global_wui_sum_Int16","gdp_1990","gdp_2015","gdp_change","gdp_rel_change","continents","biomes","wdpa_categories"
-6.551,34.421,7.58,1e-04,27,9,159,428,33,220,7,18,2,8,1,0,0,3588,7708,4120,215,2,12,-32768
21.322,-31.516,0.06,0.0491,37,7,1788,456,45,172,7,32,2,5,0,1,0,7334,11533,4199,157,2,13,-32768
2.393,10.355,5,5e-04,101,31,365,777,94,341,28,64,0,13,0,3,833,1242,2608,1366,210,2,7,-32768
50.856,17.575,-0.09,0.6172,163,9,1114,826,16,66,0,18,1,6,0,1,0,3392,3769,377,111,2,13,-32768
39.89,6.211,4.92,0,14,30,107,638,77,354,4,43,4,15,0,0,0,652,1530,878,235,2,7,-32768
21.645,29.521,0.83,1e-04,72,8,2259,486,16,54,1,22,1,6,0,0,0,21805,13321,-8484,61,2,13,-32768
6.29,24.179,0.38,0.2075,122,7,1631,775,22,73,3,30,3,4,0,0,0,10239,13823,3584,135,2,13,-32768
37.562,17.643,7.6,0,86,7,103,598,39,184,2,23,3,10,0,1,0,1753,3927,2174,224,2,7,-32768
33.295,-8.778,1.47,0.5068,19,33,156,152,139,450,33,42,5,15,0,0,0,1050,2805,1755,267,2,7,-32768
19.289,-26.379,0.09,0,36,10,494,272,46,162,3,42,3,8,0,0,0,5716,9801,4085,171,2,13,-32768
18.09,12.538,3.97,0,115,20,270,598,48,274,6,23,2,16,0,1,0,1110,2044,934,184,2,7,-32768
-1.735,30.565,0.53,0.3004,122,8,1368,486,23,98,2,22,2,5,0,0,0,10239,13823,3584,135,2,13,-32768
-10.319,10.711,3.68,1e-04,83,33,414,292,94,301,27,53,4,7,0,1,0,1125,1135,10,101,2,7,-32768
47.219,-17.465,11.37,0.1335,182,22,224,395,9,91,1,13,2,4,0,0,0,1661,1373,-288,83,2,2,-32768
-11.088,16.33,0.04,0.964,164,12,576,598,34,145,7,29,1,9,0,1,0,2816,3710,894,132,2,7,-32768
58.953,21.786,1.99,2e-04,40,9,183,212,20,121,1,30,0,8,0,1,0,35036,35983,947,103,2,13,-32768
-2.859,5.465,-1.58,0.582,96,40,38,232,128,364,42,76,11,8,1,6,0,3220,3290,70,102,2,1,-32768
13.034,28.675,0.33,0.1666,72,11,2485,486,15,49,0,19,2,3,0,0,0,21805,13321,-8484,61,2,13,-32768
18.791,-17.37,-2.76,0,102,29,271,809,69,308,17,57,4,12,0,0,0,4806,6937,2131,144,2,7,-32768
46.028,28.446,15.23,1e-04,106,7,267,827,16,82,0,23,1,6,0,1,0,35343,50284,14941,142,2,13,-32768
48.572,-16.486,4.16,0,182,27,0,400,27,114,3,16,6,9,0,0,0,1661,1373,-288,83,2,1,4
43.074,19.529,11.85,0.0036,106,8,191,827,29,106,1,16,1,6,0,0,0,35343,50284,14941,142,2,13,-32768
50.295,23.734,24.37,0.2612,106,9,400,38,16,84,0,19,1,5,0,1,0,35343,50284,14941,142,2,13,-32768
46.772,3.731,2.91,0.0017,16,25,2133,638,37,155,5,35,1,3,0,0,0,622,378,-244,61,2,7,-32768
48.265,15.948,7.83,0.3575,163,12,1974,826,23,85,0,20,1,5,0,1,0,3392,3769,377,111,2,13,-32768
-0.81,11.422,0.05,0.9766,150,26,47,777,84,332,25,58,0,14,0,2,0,821,1562,741,190,2,7,-32768
28.678,3.222,6.33,0,32,53,250,497,148,452,27,94,9,6,0,1,0,1268,737,-531,58,2,1,-32768
4.301,31.764,2.04,0.0576,122,9,1519,486,19,90,1,19,2,4,0,0,0,10239,13823,3584,135,2,13,-32768
-7.666,23.322,-0.02,0.7614,164,6,2319,652,12,59,0,17,1,2,0,0,0,2816,3710,894,132,2,13,-32768
31.761,-8.7,4.05,0.1176,19,27,380,152,131,448,37,59,2,14,0,0,0,1654,2283,629,138,2,7,-32768
23.319,-29.276,1.34,0.0709,37,11,1364,456,56,212,12,41,2,6,0,0,0,7334,11533,4199,157,2,13,-32768
48.753,-16.408,3.1,0,182,43,0,400,51,125,8,18,14,11,1,0,0,1661,1373,-288,83,2,1,4
6.214,23.203,0.12,0.0981,122,7,1326,775,26,76,3,28,3,4,0,0,0,10239,13823,3584,135,2,13,-32768
45.117,13.961,4.79,1e-04,163,8,1128,688,35,131,2,33,0,9,0,0,0,3392,3769,377,111,2,13,-32768
-8.289,13.767,6.18,0.1979,98,22,82,777,57,280,16,41,0,13,0,2,0,893,2285,1392,256,2,7,-32768
35.4,16.357,1.74,0.0085,86,7,672,598,27,187,4,14,1,11,0,2,0,1753,3927,2174,224,2,7,-32768
18.057,-22.966,0.16,0.1868,36,15,427,358,62,241,7,64,7,10,0,0,0,5716,9801,4085,171,2,13,-32768
17.281,15.907,25.32,0.2546,115,9,326,598,24,100,3,16,3,8,0,1,0,1110,2044,934,184,2,7,-32768
30.131,-2.279,2.24,0.1418,126,30,240,818,116,472,20,44,3,17,0,1,900,850,1655,805,195,2,7,-32768
17.518,0.851,15.21,0,31,43,550,779,123,279,37,108,10,1,0,6,0,5257,5993,736,114,2,1,-32768
19.909,14.64,2.52,0.0025,115,13,0,598,33,186,3,17,5,13,0,1,0,1110,2044,934,184,2,7,4
35.074,18.098,5.19,0,86,7,954,598,28,145,1,15,2,8,0,0,0,1753,3927,2174,224,2,7,-32768
46.473,-25.053,1.91,0.0027,182,29,44,399,21,121,8,50,4,6,0,4,0,1661,1373,-288,83,2,13,-32768
45.958,-19.788,10.01,0.0118,182,25,437,400,10,99,1,16,3,7,0,0,0,1661,1373,-288,83,2,1,-32768
37.796,30.748,3.05,0,106,9,511,483,20,88,0,20,1,9,0,1,0,4616,9265,4649,201,2,13,-32768
18.758,14.947,47.11,0.2752,115,11,0,598,37,154,3,18,5,11,0,1,0,1110,2044,934,184,2,7,4
18.128,29.214,0.59,0,72,10,2787,486,17,54,1,20,1,4,0,0,0,21805,13321,-8484,61,2,13,-32768
20.915,-7.711,1.41,0.3901,102,38,1356,674,99,310,33,74,6,3,0,1,0,4806,6937,2131,144,2,7,-32768
10.864,14.75,2.39,0,149,13,245,598,36,187,4,30,0,11,0,1,0,906,897,-9,99,2,7,-32768
18.804,29.12,0.97,1e-04,72,9,2892,486,17,55,1,21,1,4,0,0,0,21805,13321,-8484,61,2,13,-32768
28.077,-30.282,-1.29,0,146,20,392,310,49,192,13,21,2,5,0,0,900,1023,1839,816,180,2,10,-32768
47.521,28.667,-3.14,0.3498,106,8,40,827,19,121,0,28,1,7,0,1,0,35343,50284,14941,142,2,13,-32768
37.869,-11.316,-2.53,0.5761,123,29,433,811,85,282,31,60,7,8,0,1,0,1089,2722,1633,250,2,7,-32768
27.92,9.464,1.57,0.0221,15,23,1000,219,68,269,8,26,4,14,0,0,0,1753,3927,2174,224,2,7,-32768
34.995,-15.999,5.28,0,18,34,98,811,134,482,45,86,2,15,0,1,900,746,1113,367,149,2,7,-32768
20.786,11.794,2.77,0,115,25,328,598,53,285,8,28,5,15,0,2,0,1110,2044,934,184,2,7,-32768
38.987,-7.894,-43.53,0.3102,19,38,208,515,104,376,40,63,7,12,0,1,0,491,1799,1308,366,2,1,-32768
34.583,-8.783,-0.44,0.8023,19,28,98,666,123,466,40,46,2,14,1,0,0,1402,3079,1677,220,2,7,-32768
10.15,4.211,-2.9,0,147,36,0,189,134,415,78,132,11,4,1,7,0,2768,2939,171,106,2,1,2
27.88,26.786,0,1,162,8,182,216,12,59,0,19,1,4,0,0,0,6014,10250,4236,170,2,13,-32768
14.931,22.408,0.24,0,149,6,1648,652,10,38,0,19,2,3,0,0,0,906,897,-9,99,2,13,-32768
33.742,22.492,0,1,162,7,716,652,23,108,0,21,2,7,0,0,0,6014,10250,4236,170,2,13,-32768
15.805,23.268,1.19,2e-04,115,7,2084,216,9,40,0,20,2,3,0,0,0,1110,2044,934,184,2,13,-32768
19.332,-30.788,0.01,0.6896,37,10,1088,697,48,163,6,40,2,6,0,0,0,7334,11533,4199,157,2,13,-32768
17.486,11.848,3.04,0,115,24,448,598,58,275,9,32,3,16,0,2,0,1110,2044,934,184,2,7,-32768
21.376,3.575,3.95,1e-04,32,45,704,497,119,298,32,100,9,3,0,3,0,1268,737,-531,58,2,1,-32768
7.888,22.47,0.18,3e-04,122,8,826,652,23,65,1,22,3,4,0,0,0,10239,13823,3584,135,2,13,-32768
23.648,-16.64,-0.79,0.0539,81,30,109,811,88,404,32,64,4,14,0,0,0,2318,3658,1340,158,2,7,-32768
-13.427,15.101,-0.24,0.7543,99,21,56,598,47,255,10,28,1,12,0,1,0,1864,2288,424,123,2,7,-32768
-10.085,8.419,0.23,0.7746,84,49,294,783,132,390,39,65,12,9,0,4,121,873,787,-86,90,2,1,-32768
26.81,19.629,0.9,0,86,8,2157,652,11,53,0,13,2,4,0,0,0,1753,3927,2174,224,2,13,-32768
21.263,-8.123,-1.37,0.2007,102,36,1184,674,99,294,35,73,6,3,0,0,0,4806,6937,2131,144,2,7,-32768
28.527,-29.979,-0.2,0.2051,146,23,203,205,49,192,15,19,2,6,0,0,278,1453,2950,1497,203,2,7,-32768
12.098,-0.471,1.56,1e-04,148,38,662,525,113,354,60,109,10,2,0,6,0,19500,18832,-668,97,2,1,-32768
40.754,33.497,0.78,3e-04,90,9,1555,433,18,85,0,22,1,7,0,1,0,11516,14018,2502,122,2,13,-32768
43.519,33.187,37.21,0.2255,90,7,1332,483,23,166,0,23,1,11,0,2,0,11516,14018,2502,122,2,13,-32768
-15.382,18.974,-0.46,0,164,9,295,598,25,110,1,20,1,6,0,0,0,2816,3710,894,132,2,7,-32768
45.842,10.659,3.01,0,21,8,1019,487,33,201,3,27,2,8,0,0,0,622,378,-244,61,2,13,-32768
25.754,15.667,23.95,0.2771,86,7,1612,598,27,133,2,12,2,10,0,0,0,1753,3927,2174,224,2,7,-32768
-11.818,16.201,0.53,0.2581,164,17,536,598,36,168,8,30,1,10,0,1,0,2816,3710,894,132,2,7,-32768
-14.208,12.716,1.73,0.7561,99,32,217,292,91,305,31,59,4,10,0,3,0,1864,2288,424,123,2,7,-32768
15.266,12.096,3.53,0,115,23,85,598,65,323,11,41,2,17,0,1,0,1110,2044,934,184,2,7,-32768
45.373,8.925,1.66,0.0019,21,11,851,321,47,195,2,54,2,7,0,0,0,622,378,-244,61,2,7,-32768
-8.499,16.255,-3.93,0.0585,164,15,535,598,32,146,4,26,1,9,0,1,0,2816,3710,894,132,2,7,-32768
15.395,-3.171,-39.46,0,31,30,0,819,94,338,28,109,6,1,0,4,0,5257,5993,736,114,2,7,4
44.284,34.99,13.57,0.197,90,10,605,433,24,146,2,24,2,10,0,1,0,11516,14018,2502,122,2,13,-32768
11.624,14.672,2.37,0.0019,149,13,223,598,38,189,4,29,1,11,0,1,0,906,897,-9,99,2,7,-32768
21.589,27.98,5.03,0.7245,72,7,2310,216,12,50,1,21,1,4,0,0,0,21805,13321,-8484,61,2,13,-32768
23.524,-21.812,-0.05,0.3306,107,20,0,358,60,188,9,57,7,12,0,0,0,8099,14876,6777,184,2,13,1
29.756,4.214,-17.43,0.3728,32,38,0,507,148,422,30,68,7,12,0,1,0,1268,737,-531,58,2,7,2
50.144,18.783,25.6,0.0358,106,9,1521,38,14,61,0,17,1,5,0,1,0,35343,50284,14941,142,2,13,-32768
8.799,24.855,0.53,0.0148,122,8,1654,775,20,74,2,25,3,4,0,0,0,10239,13823,3584,135,2,13,-32768
12.842,28.608,0.4,0.1409,72,12,2471,486,15,48,0,19,2,3,0,0,0,21805,13321,-8484,61,2,13,-32768
29.257,10.166,-23.58,0.2658,86,25,1225,598,63,288,6,25,4,15,0,0,0,1753,3927,2174,224,2,7,-32768
38.99,33.759,0.17,0.7287,20,10,1042,433,19,92,0,23,1,8,0,1,0,2855,3749,894,131,2,13,-32768
32.828,-9.276,27.58,0.1063,19,26,396,152,129,440,37,51,3,15,0,1,0,1050,2805,1755,267,2,7,-32768
30.131,11.374,-1.69,0.4087,86,22,1571,598,59,314,4,18,3,17,0,0,0,1753,3927,2174,224,2,7,-32768
29.963,1.815,9.31,0,32,40,327,497,169,536,30,104,10,11,0,2,0,1268,737,-531,58,2,1,-32768
-7.319,6.777,4.69,0.1761,96,47,46,783,140,378,34,71,14,10,1,4,0,3220,3290,70,102,2,1,-32768
7.411,8.998,18.1,0.0074,100,21,713,292,92,375,25,61,1,7,0,2,0,2935,5102,2167,174,2,7,-32768
27.376,-29.933,-3.16,0,146,16,493,310,54,201,14,31,2,5,0,0,0,1022,1884,862,184,2,10,-32768
37.707,6.308,3.74,0.2355,14,27,85,219,106,484,12,55,6,19,1,0,0,652,1530,878,235,2,7,-32768
27.91,29.961,0,1,162,9,476,597,22,74,1,22,2,6,0,0,0,6014,10250,4236,170,2,9,-32768
52.036,19.871,2.59,0,106,9,1253,38,10,60,0,15,1,5,0,1,0,35343,50284,14941,142,2,13,-32768
38.34,-13.823,4.29,0,123,35,286,811,68,284,35,50,6,7,0,0,0,221,689,468,312,2,7,-32768
13.112,-16.066,25.11,0.2562,102,15,151,459,62,248,17,71,4,7,0,0,0,4806,6937,2131,144,2,13,-32768
34.48,-10.575,0,0,18,0,138,0,101,44,33,33,2,4,0,0,0,746,1113,367,149,2,0,-32768
-12.947,13.136,4.68,0.0784,99,28,0,777,98,349,24,52,6,12,0,1,0,1864,2288,424,123,2,7,2
-8.397,10.88,2.75,2e-04,83,30,104,777,83,309,26,57,0,7,0,1,0,1125,1135,10,101,2,7,-32768
34.661,-3.155,2.63,0.4682,19,27,11,666,140,412,31,46,9,18,0,0,0,1161,1602,441,138,2,7,-32768
38.823,12.918,4.4,0,14,13,175,256,61,303,6,22,1,19,0,0,177,652,1530,878,235,2,10,-32768
44.031,14.365,2.64,0.078,163,12,1079,687,42,164,1,34,1,11,0,0,0,3392,3769,377,111,2,13,-32768
1.587,29.125,0.63,0.1624,122,11,2365,774,16,70,1,15,1,2,0,0,0,10239,13823,3584,135,2,13,-32768
16.001,25.312,0.24,0.0845,72,9,2600,216,13,45,0,19,1,3,0,0,0,21805,13321,-8484,61,2,13,-32768
19.073,-7.244,4.81,2e-04,32,35,1225,31,98,264,16,64,6,3,0,0,0,1268,737,-531,58,2,7,-32768
28.16,-15.244,3.21,0.0011,81,29,235,808,129,453,36,60,2,16,0,0,0,2318,3658,1340,158,2,7,-32768
16.777,12.514,3.51,2e-04,115,21,605,598,52,280,6,31,3,17,0,1,0,1110,2044,934,184,2,7,-32768
8.699,28.519,0.91,0.1298,122,8,2198,774,14,62,0,16,2,3,0,0,0,10239,13823,3584,135,2,13,-32768
-4.961,13.508,0.98,0.495,98,18,116,777,59,340,17,47,0,16,0,2,0,893,2285,1392,256,2,7,-32768
-2.077,25.139,0.68,0.0113,122,8,2282,652,11,51,0,13,1,3,0,0,0,10239,13823,3584,135,2,13,-32768
3.737,16.953,0.06,0.479,98,11,580,598,29,105,2,27,1,7,0,1,0,893,2285,1392,256,2,7,-32768
-10.912,7.257,6.87,0.0071,84,39,78,783,114,350,45,66,16,9,0,4,0,873,787,-86,90,2,1,-32768
21.325,-3.996,5.43,4e-04,32,45,294,136,99,272,15,74,10,2,0,5,0,1268,737,-531,58,2,1,-32768
18.637,18.758,25.74,0.2491,115,6,458,652,12,55,0,16,3,5,0,0,0,1110,2044,934,184,2,13,-32768
23.51,22.114,0.13,0.0134,72,7,1962,216,11,43,0,16,2,4,0,0,0,21805,13321,-8484,61,2,13,-32768
6.263,24.047,0.67,4e-04,122,7,1591,775,23,75,3,30,3,4,0,0,0,10239,13823,3584,135,2,13,-32768
48.78,-13.567,3.33,0,182,43,61,400,28,139,14,34,10,7,1,5,0,1661,1373,-288,83,2,1,-32768
9.933,-2.726,0,0,148,9,49,0,0,0,0,0,0,0,0,0,0,19500,18832,-668,97,2,0,-32768
23.758,9.365,3.14,0,86,30,42,219,77,276,15,32,6,12,0,0,0,1753,3927,2174,224,2,7,-32768
46.166,23.179,32.77,0,106,7,56,827,15,79,1,25,1,5,0,1,0,35343,50284,14941,142,2,13,-32768
16.416,-26.327,0.23,0.0141,36,10,3,458,48,138,4,48,3,8,0,0,0,5716,9801,4085,171,2,13,-32768
-16.506,15.357,3.86,0.0208,99,17,151,777,49,311,8,47,0,14,0,0,0,1864,2288,424,123,2,7,-32768
3.869,12.476,3.32,0.1272,100,21,184,777,65,315,16,53,1,12,0,2,0,2935,5102,2167,174,2,7,-32768
-12.149,18.764,-1.42,2e-04,164,9,1205,598,19,78,2,25,1,5,0,0,0,2816,3710,894,132,2,7,-32768
-5.888,8.044,3.56,0,96,40,148,292,115,365,26,58,4,9,0,3,0,3220,3290,70,102,2,7,-32768
15.535,5.201,2.7,0.0239,85,38,701,507,104,260,25,94,4,0,0,2,0,943,562,-381,60,2,7,-32768
34.367,-6.964,0.42,0.4241,19,28,29,811,133,361,31,41,8,15,0,0,0,1233,1520,287,123,2,7,-32768
34.774,-12.244,-0.5,0.6196,123,33,21,811,93,347,33,56,4,10,0,1,0,188,615,427,327,2,7,-32768
24.262,1.586,2.89,0,32,45,238,497,138,313,37,88,9,3,0,4,0,1268,737,-531,58,2,1,-32768
-15.433,17.198,-2.21,0.268,164,13,345,598,31,192,3,31,1,11,0,1,0,2816,3710,894,132,2,7,-32768
7.144,16.713,7.49,0,149,9,545,598,30,125,3,25,1,10,0,1,0,906,897,-9,99,2,7,-32768
25.977,6.564,0.65,0.4854,85,37,130,507,100,246,23,56,7,7,0,1,0,943,562,-381,60,2,7,-32768
19.72,-10.697,-0.4,0.5525,102,37,500,31,97,292,41,68,5,7,0,0,0,4806,6937,2131,144,2,7,-32768
-12.866,17.899,4.04,0.0016,164,13,790,598,24,94,2,20,0,7,0,0,0,2816,3710,894,132,2,7,-32768
23.047,6.818,0.32,0.0056,85,40,596,219,98,239,26,68,7,8,0,2,0,943,562,-381,60,2,7,-32768
40.309,24.968,2.65,0.0017,106,5,127,588,20,93,1,23,0,7,0,1,0,35343,50284,14941,142,2,13,-32768
9.413,29.705,0.61,0.1432,122,9,1741,774,15,60,1,17,2,3,0,0,0,10239,13823,3584,135,2,13,-32768
19.855,23.742,0.09,0.0021,72,6,2269,216,12,41,0,18,2,3,0,0,0,21805,13321,-8484,61,2,13,-32768
27.042,2.624,3.25,0.0625,32,46,423,497,152,403,37,92,9,4,0,1,0,1268,737,-531,58,2,1,-32768
14.551,3.551,2.58,0.4698,147,44,279,525,139,339,64,114,9,2,0,5,0,2768,2939,171,106,2,1,-32768
11.196,18.966,0.06,0.0161,149,9,93,652,17,57,2,24,2,6,0,0,0,906,897,-9,99,2,13,-32768
